,Video file,Organ,Finding,Classification
1353,74c1e15d-94d9-4df8-9e01-133fc853736a,Upper GI,retroflex-stomach,anatomical-landmarks
1354,751a76ec-dc49-4e89-85a4-5cfdaee07400,Upper GI,retroflex-stomach,anatomical-landmarks
1355,751bd6ff-a801-4386-8564-24daf8113196,Upper GI,retroflex-stomach,anatomical-landmarks
1356,7569e2e4-381f-457a-b15d-299f7c3f0698,Upper GI,retroflex-stomach,anatomical-landmarks
1357,767a85ee-ebb1-4b43-8da8-c2f114a44dae,Upper GI,retroflex-stomach,anatomical-landmarks
1358,773cf319-352f-4d87-be24-95f6c3edf477,Upper GI,retroflex-stomach,anatomical-landmarks
1359,773f6fe0-7904-4c6e-8438-bd8769ed4b59,Upper GI,retroflex-stomach,anatomical-landmarks
1360,77404ff9-d8c0-4bcd-96d0-312c66ce1629,Upper GI,retroflex-stomach,anatomical-landmarks
1361,776af718-24ee-45ec-9612-3a634e76a17a,Upper GI,retroflex-stomach,anatomical-landmarks
1362,778cd84b-7b01-48a2-95ea-5e1b04e16a7d,Upper GI,retroflex-stomach,anatomical-landmarks
1363,78987d4e-5161-4b2f-ae58-303e53b76237,Upper GI,retroflex-stomach,anatomical-landmarks
1364,7914cc28-2fd9-4e63-9391-a2ca1658038a,Upper GI,retroflex-stomach,anatomical-landmarks
1365,79392be3-0819-41fb-98c4-510206c07ec5,Upper GI,retroflex-stomach,anatomical-landmarks
1366,79529c3c-c5ac-4dfa-9a63-cb607e4dec75,Upper GI,retroflex-stomach,anatomical-landmarks
1367,7a3f402a-6ce1-4aec-8538-03d41b4e156b,Upper GI,retroflex-stomach,anatomical-landmarks
1368,7a94f763-d6dc-4b38-b676-aeb9b387e78f,Upper GI,retroflex-stomach,anatomical-landmarks
1369,7ac6bf0e-eab5-4369-b46b-96501254b49c,Upper GI,retroflex-stomach,anatomical-landmarks
1370,7adfb355-a59a-4436-a1fb-e9a1b07867e7,Upper GI,retroflex-stomach,anatomical-landmarks
1371,7ae8011d-1cb2-424a-8672-de5bfd97fd7b,Upper GI,retroflex-stomach,anatomical-landmarks
1372,7b000415-b1de-45dc-ba44-93171e8d543d,Upper GI,retroflex-stomach,anatomical-landmarks
1373,7b67a793-9c16-48c8-bb5d-55cb78866226,Upper GI,retroflex-stomach,anatomical-landmarks
1374,7b726c72-8ecd-46b6-8b92-389a4c765cf5,Upper GI,retroflex-stomach,anatomical-landmarks
1375,7c167e53-0bdb-4d5a-88bb-088fc7915028,Upper GI,retroflex-stomach,anatomical-landmarks
1376,7c3b6189-cbbd-40ce-898a-f609ac521f3c,Upper GI,retroflex-stomach,anatomical-landmarks
1377,7d2c74b0-3610-48d9-b589-2de162496946,Upper GI,retroflex-stomach,anatomical-landmarks
1378,7e80ae17-478f-4d0e-b29f-bb57a38dfb5f,Upper GI,retroflex-stomach,anatomical-landmarks
1379,7e9b83d0-6fe4-4a43-a226-dfd62652d9ae,Upper GI,retroflex-stomach,anatomical-landmarks
1380,7e9d61b0-ab55-47fe-9082-ceeeb78b7690,Upper GI,retroflex-stomach,anatomical-landmarks
1381,7e9e89b2-00c8-4c7a-8d19-970ab3e5e3ca,Upper GI,retroflex-stomach,anatomical-landmarks
1382,7f0c248f-e742-44e9-8af2-e9b33cc7f9d4,Upper GI,retroflex-stomach,anatomical-landmarks
1383,7f22ed07-7de1-43d5-9c67-6648f501c280,Upper GI,retroflex-stomach,anatomical-landmarks
1384,7f2becb9-ddda-43cb-9289-0bdf1ffc1f10,Upper GI,retroflex-stomach,anatomical-landmarks
1385,7f8ad278-d9db-4445-b4ff-76f8d10272fc,Upper GI,retroflex-stomach,anatomical-landmarks
1386,805507c4-73af-436f-b641-12595f9c9eb8,Upper GI,retroflex-stomach,anatomical-landmarks
1387,80b4fb46-f853-401f-921f-0c5d1dab25e8,Upper GI,retroflex-stomach,anatomical-landmarks
1388,80f734f4-246c-43aa-94c5-fb79452439ae,Upper GI,retroflex-stomach,anatomical-landmarks
1389,818e2fff-361e-4d9a-86f7-9fb5dd0468a3,Upper GI,retroflex-stomach,anatomical-landmarks
1390,81921ea9-efb0-4ed1-8dc8-581f24f2ebce,Upper GI,retroflex-stomach,anatomical-landmarks
1391,81bdd085-7d14-40d8-a824-82597d63c819,Upper GI,retroflex-stomach,anatomical-landmarks
1392,82308872-5a13-479d-bb20-b6d0e2df239a,Upper GI,retroflex-stomach,anatomical-landmarks
1393,82b1d210-65bd-4380-985f-19cb4a4f35c4,Upper GI,retroflex-stomach,anatomical-landmarks
1394,82fa0707-1a3a-4702-92dc-c2e9b5821dde,Upper GI,retroflex-stomach,anatomical-landmarks
1395,835da22f-bd97-4e58-b007-8bc6b3389962,Upper GI,retroflex-stomach,anatomical-landmarks
1396,83b5b142-f427-433a-b0ce-ce667ab01416,Upper GI,retroflex-stomach,anatomical-landmarks
1397,8479d64c-d7a8-4316-bf19-e7443cff27a4,Upper GI,retroflex-stomach,anatomical-landmarks
1398,848faac4-0ff0-4563-af87-55a023f490b5,Upper GI,retroflex-stomach,anatomical-landmarks
1399,84b7f50b-cfa4-4ed6-b94b-917409baa29c,Upper GI,retroflex-stomach,anatomical-landmarks
1400,85194c2c-7366-44d1-abe2-86b14ae0be7d,Upper GI,retroflex-stomach,anatomical-landmarks
1401,85c1899c-e0de-49a9-b1cc-2ce756fbd8e2,Upper GI,retroflex-stomach,anatomical-landmarks
1402,86e62e36-ffeb-4b53-9101-58e983844d26,Upper GI,retroflex-stomach,anatomical-landmarks
1403,87d31007-6e69-4475-9728-b7d7e97cd49a,Upper GI,retroflex-stomach,anatomical-landmarks
1404,87f3f32f-bb45-4937-b4a4-89ab82fb6b05,Upper GI,retroflex-stomach,anatomical-landmarks
1405,883d6b67-f60d-4e0c-a904-20e2bdb60c44,Upper GI,retroflex-stomach,anatomical-landmarks
1406,88c66aec-ea29-4cca-8b9f-ca69d8e98753,Upper GI,retroflex-stomach,anatomical-landmarks
1407,88f0b9e5-3d7c-475d-b4dc-7ddde4359f69,Upper GI,retroflex-stomach,anatomical-landmarks
1408,896f63f9-a249-46e7-a4f3-f53e95a5e3c4,Upper GI,retroflex-stomach,anatomical-landmarks
1409,89817844-50b0-4689-b7af-3053fa5546db,Upper GI,retroflex-stomach,anatomical-landmarks
1410,89adc51b-7f25-4f06-bb22-c7d4678e1df5,Upper GI,retroflex-stomach,anatomical-landmarks
1411,8bbef618-5155-48f7-8cac-4e49e791d61c,Upper GI,retroflex-stomach,anatomical-landmarks
1412,8c7e062a-ef1f-4a3e-93e7-61e63b3c6e01,Upper GI,retroflex-stomach,anatomical-landmarks
1413,8e2ca642-4881-4016-89d2-bbae2efccff7,Upper GI,retroflex-stomach,anatomical-landmarks
1414,8efd12f1-0d9b-4959-832b-a2836e2643dc,Upper GI,retroflex-stomach,anatomical-landmarks
1415,8f86e282-5bc0-4413-87b9-ec4f211e7764,Upper GI,retroflex-stomach,anatomical-landmarks
1416,8facbb8b-c996-43e4-b28a-13fcd3939975,Upper GI,retroflex-stomach,anatomical-landmarks
1417,907d5d5b-ada1-4b30-aff9-b71c2b79847a,Upper GI,retroflex-stomach,anatomical-landmarks
1418,90e265c9-c025-4a2b-9e73-ae680349d78b,Upper GI,retroflex-stomach,anatomical-landmarks
1419,90fda4da-a8fc-4653-bee4-6a2cfe566658,Upper GI,retroflex-stomach,anatomical-landmarks
1420,91139f68-bd12-4f17-870b-f7a86aa6a5f8,Upper GI,retroflex-stomach,anatomical-landmarks
1421,91274247-eab6-4d61-89d3-a75e46c40435,Upper GI,retroflex-stomach,anatomical-landmarks
1422,91f95bb0-7162-4071-9c47-b46d5cd40070,Upper GI,retroflex-stomach,anatomical-landmarks
1423,920b705c-bb5c-4027-a885-6f40dd039327,Upper GI,retroflex-stomach,anatomical-landmarks
1424,92edbf75-6fcb-4747-b661-41c2f62aa309,Upper GI,retroflex-stomach,anatomical-landmarks
1425,935589cf-7c06-4e12-8482-90673890bfab,Upper GI,retroflex-stomach,anatomical-landmarks
1426,935efe69-4378-494c-b08d-f4c82e09959e,Upper GI,retroflex-stomach,anatomical-landmarks
1427,936948c7-9002-4853-b3d6-a7881b876d94,Upper GI,retroflex-stomach,anatomical-landmarks
1428,93f315ae-838e-4fdc-a47d-f2f671ab91e3,Upper GI,retroflex-stomach,anatomical-landmarks
1429,941c79e6-76e0-4a18-85c8-b8fb9405aab8,Upper GI,retroflex-stomach,anatomical-landmarks
1430,94f89ce7-7a64-4047-85c9-fe4d88dd0107,Upper GI,retroflex-stomach,anatomical-landmarks
1431,94fc4737-38fa-4896-91a8-7b98d4e040a7,Upper GI,retroflex-stomach,anatomical-landmarks
1432,95511a99-5834-4baa-8b93-350ea33994d0,Upper GI,retroflex-stomach,anatomical-landmarks
1433,95a124b6-9ea1-444d-840a-3284cd599324,Upper GI,retroflex-stomach,anatomical-landmarks
1434,95c98f07-be5d-4fa1-a018-585158a14149,Upper GI,retroflex-stomach,anatomical-landmarks
1435,95f0d063-a814-4313-af0f-7a840fca0207,Upper GI,retroflex-stomach,anatomical-landmarks
1436,9630d965-e50e-4c64-a29c-ae0f77f58067,Upper GI,retroflex-stomach,anatomical-landmarks
1437,9781824b-3994-4193-b60f-ffa2704e2435,Upper GI,retroflex-stomach,anatomical-landmarks
1438,9791a2fa-da19-47f6-a932-35f53c70ccae,Upper GI,retroflex-stomach,anatomical-landmarks
1439,98403700-ae41-43d3-bbe4-c50ad8d99fdf,Upper GI,retroflex-stomach,anatomical-landmarks
1440,988dff8b-6ef8-4b92-84ab-33e127245e05,Upper GI,retroflex-stomach,anatomical-landmarks
1441,99711a6b-c322-4425-bf1a-a186bd6f3aca,Upper GI,retroflex-stomach,anatomical-landmarks
1442,99b63f15-b6df-401c-bee7-0bd79147ecc0,Upper GI,retroflex-stomach,anatomical-landmarks
1443,9a05c5da-cd7f-4bd5-a6ad-0ee76d2e3531,Upper GI,retroflex-stomach,anatomical-landmarks
1444,9b015c4f-cf4f-4269-b5b8-9b68f6b7e1ef,Upper GI,retroflex-stomach,anatomical-landmarks
1445,9b1c24c4-2c0f-4c6c-8c0f-c2685f93370f,Upper GI,retroflex-stomach,anatomical-landmarks
1446,9b9c30ad-d40c-489e-8e60-3ef0dd36945f,Upper GI,retroflex-stomach,anatomical-landmarks
1447,9c2ec0c0-c1fb-4480-83e0-86f29f6d6e56,Upper GI,retroflex-stomach,anatomical-landmarks
1448,9c6147a0-58d5-4990-b0e9-aa3c9bcfcf60,Upper GI,retroflex-stomach,anatomical-landmarks
1449,9cb2b8cd-c5a6-427e-b1e4-0b09bbc4cee6,Upper GI,retroflex-stomach,anatomical-landmarks
1450,9cf5f224-9f39-4d9e-a4d9-27f7d619c049,Upper GI,retroflex-stomach,anatomical-landmarks
1451,9d7809c1-61bf-4474-a8c0-75997f80df26,Upper GI,retroflex-stomach,anatomical-landmarks
1452,9dfa12c8-bcda-498d-a359-ff7ec3bee82f,Upper GI,retroflex-stomach,anatomical-landmarks
1453,9e75673b-575d-4d10-94a2-a89c6edfb01d,Upper GI,retroflex-stomach,anatomical-landmarks
1454,9f28057b-9578-4ed2-844d-78ac6e944d40,Upper GI,retroflex-stomach,anatomical-landmarks
1455,9f9cf5dd-ad82-447e-8cc0-f88b199b3a5a,Upper GI,retroflex-stomach,anatomical-landmarks
1456,a01c48c5-eacf-4f17-bce1-d8977f6c47bc,Upper GI,retroflex-stomach,anatomical-landmarks
1457,a052728b-3065-4ff6-9508-9efb4d1e0dab,Upper GI,retroflex-stomach,anatomical-landmarks
1458,a1cf6bbb-6ff8-438c-b5e6-ba5fa773b278,Upper GI,retroflex-stomach,anatomical-landmarks
1459,a20382b0-7dfb-489f-96f5-5b61bf0f899d,Upper GI,retroflex-stomach,anatomical-landmarks
1460,a20e5bd0-1445-4524-9892-e135560502ee,Upper GI,retroflex-stomach,anatomical-landmarks
1461,a21ea7f5-bfbb-4cd7-9925-ed71d700e3d5,Upper GI,retroflex-stomach,anatomical-landmarks
1462,a22dafc0-62d4-40b3-9563-4ecf26adee71,Upper GI,retroflex-stomach,anatomical-landmarks
1463,a2992635-295a-4bbd-9fae-f17f229a7e08,Upper GI,retroflex-stomach,anatomical-landmarks
1464,a2de8881-6788-47bc-a4ed-819520695892,Upper GI,retroflex-stomach,anatomical-landmarks
1465,a34ebdd0-90a1-4bda-a1de-5894c46cca9c,Upper GI,retroflex-stomach,anatomical-landmarks
1466,a417d70c-5de7-419d-a753-2d0cd57eb06c,Upper GI,retroflex-stomach,anatomical-landmarks
1467,a41d50fd-b44a-46b8-ba9e-e4f95ec9fd28,Upper GI,retroflex-stomach,anatomical-landmarks
1468,a47bcfba-5add-4928-9d37-435f2e9e731e,Upper GI,retroflex-stomach,anatomical-landmarks
1469,a49fb1bd-734b-4cad-963a-9c7dadccce7e,Upper GI,retroflex-stomach,anatomical-landmarks
1470,a5115b29-a35d-411b-9e29-e7035789437f,Upper GI,retroflex-stomach,anatomical-landmarks
1471,a5becf79-4f6f-4461-bb8a-686ed59ec0a5,Upper GI,retroflex-stomach,anatomical-landmarks
1472,a5c00772-44ff-43a3-9971-c0c16a373fa9,Upper GI,retroflex-stomach,anatomical-landmarks
1473,a5e89cfe-5e79-4fa6-b903-58c679c903c3,Upper GI,retroflex-stomach,anatomical-landmarks
1474,a661c1d7-9d73-43f8-a503-16edca6c5f16,Upper GI,retroflex-stomach,anatomical-landmarks
1475,a671668a-65aa-41da-bba1-40607ba8863e,Upper GI,retroflex-stomach,anatomical-landmarks
1476,a68ea9d2-2b8d-4f64-9e26-ef6c0a7f9cbd,Upper GI,retroflex-stomach,anatomical-landmarks
1477,a7268333-4121-47ad-b764-dc3c5c637a86,Upper GI,retroflex-stomach,anatomical-landmarks
1478,a73a5544-6261-4256-b6b3-b3c4f584c34f,Upper GI,retroflex-stomach,anatomical-landmarks
1479,a74ade48-727e-40c7-ae3f-efa36a827136,Upper GI,retroflex-stomach,anatomical-landmarks
1480,a783b350-6f08-4354-ac42-6633058a768f,Upper GI,retroflex-stomach,anatomical-landmarks
1481,a844df6f-0270-4eab-b0af-3f361ebb2fd5,Upper GI,retroflex-stomach,anatomical-landmarks
1482,a85f4b71-f1bc-4702-bdc0-fea7b4a98a4e,Upper GI,retroflex-stomach,anatomical-landmarks
1483,a89d5d61-bd89-4865-963e-75f316350b1c,Upper GI,retroflex-stomach,anatomical-landmarks
1484,a8e73eb8-4c20-48d7-8015-490518d1684a,Upper GI,retroflex-stomach,anatomical-landmarks
1485,a91b084f-2af9-4dbe-abae-5912da1b1916,Upper GI,retroflex-stomach,anatomical-landmarks
1486,a988f5e5-796f-4953-823a-4f0ddb6edd2d,Upper GI,retroflex-stomach,anatomical-landmarks
1487,a9cb7bcb-23d1-47f8-ba44-3d154bd89a19,Upper GI,retroflex-stomach,anatomical-landmarks
1488,a9f9ebc0-3936-4e90-9e6d-e98911f6d008,Upper GI,retroflex-stomach,anatomical-landmarks
1489,aa553763-668e-452e-87fc-d6a9532d1a38,Upper GI,retroflex-stomach,anatomical-landmarks
1490,aabc1d59-9c9c-4756-b2a1-d89934889710,Upper GI,retroflex-stomach,anatomical-landmarks
1491,aad43e51-b430-4c18-805b-32ecf9f0ee7a,Upper GI,retroflex-stomach,anatomical-landmarks
1492,ab2bbf82-e981-4e09-adbe-e3866788af30,Upper GI,retroflex-stomach,anatomical-landmarks
1493,ab2e9de3-2013-4d94-bf24-1c3317be4934,Upper GI,retroflex-stomach,anatomical-landmarks
1494,ab33e21e-6ca1-457d-a025-b34f1eb51aae,Upper GI,retroflex-stomach,anatomical-landmarks
1495,ab3ca9f1-c1f7-4bd3-9c15-b77effd51f8f,Upper GI,retroflex-stomach,anatomical-landmarks
1496,abaa58f1-1170-412f-a40f-30cedc0ad27c,Upper GI,retroflex-stomach,anatomical-landmarks
1497,abe78f4f-4572-4318-809a-f7d4b8133e81,Upper GI,retroflex-stomach,anatomical-landmarks
1498,ac368ca2-9182-4eb2-8bc5-c174cf38fcd0,Upper GI,retroflex-stomach,anatomical-landmarks
1499,ac5bd8e7-abaf-4faf-a36b-22c6f540695c,Upper GI,retroflex-stomach,anatomical-landmarks
1500,aceafcb2-5c0b-4f31-af34-e33b882deff5,Upper GI,retroflex-stomach,anatomical-landmarks
1501,ad1ea2e0-41f2-4bf0-9d5c-dab3143555fc,Upper GI,retroflex-stomach,anatomical-landmarks
1502,ad3cfa2b-b480-4d79-a2d7-bb3231ee558a,Upper GI,retroflex-stomach,anatomical-landmarks
1503,ad586b86-e663-4625-bcd3-08711c67572a,Upper GI,retroflex-stomach,anatomical-landmarks
1504,adc0840e-28de-44a9-a560-52bb4ca4e3f2,Upper GI,retroflex-stomach,anatomical-landmarks
1505,ae022749-ae05-4bd3-8357-9294829ff49f,Upper GI,retroflex-stomach,anatomical-landmarks
1506,ae4930e7-4ffc-413a-a3f0-cb4a23842349,Upper GI,retroflex-stomach,anatomical-landmarks
1507,ae6e94fb-9b08-4c6a-b1c5-cc304f84bee8,Upper GI,retroflex-stomach,anatomical-landmarks
1508,aeb64947-4add-473b-8670-4181db76749e,Upper GI,retroflex-stomach,anatomical-landmarks
1509,af1a2359-28dc-48a8-900f-055f979468f0,Upper GI,retroflex-stomach,anatomical-landmarks
1510,b01b3de6-82c1-4e05-931a-790a64d2ebdf,Upper GI,retroflex-stomach,anatomical-landmarks
1511,b09b3c96-39b7-48dc-a6de-747e865c6a20,Upper GI,retroflex-stomach,anatomical-landmarks
1512,b09e1428-5a2e-4435-9c70-19f1280d15fa,Upper GI,retroflex-stomach,anatomical-landmarks
1513,b0b4122a-3a48-4bac-bb27-628aa2ee6c37,Upper GI,retroflex-stomach,anatomical-landmarks
1514,b0bcb17f-ea3f-409c-8f88-d66e59e531ca,Upper GI,retroflex-stomach,anatomical-landmarks
1515,b150598c-fe32-4db5-91eb-1e66e16b9aae,Upper GI,retroflex-stomach,anatomical-landmarks
1516,b16b46a0-ac49-4ee6-bc1c-a4a7211e4c6a,Upper GI,retroflex-stomach,anatomical-landmarks
1517,b204cbf4-d114-4ae3-a75a-b7efb7682aff,Upper GI,retroflex-stomach,anatomical-landmarks
1518,b22e82a2-3eb2-4f5e-8334-8cd1ceda5ac6,Upper GI,retroflex-stomach,anatomical-landmarks
1519,b2c626e3-8b44-4261-b78c-4a526b2cc4f4,Upper GI,retroflex-stomach,anatomical-landmarks
1520,b2e9bc6b-dc11-4c0f-91b1-f421a125d2e4,Upper GI,retroflex-stomach,anatomical-landmarks
1521,b3016f68-ef97-445a-8c0b-b365f506eb4a,Upper GI,retroflex-stomach,anatomical-landmarks
1522,b3044633-7f04-4ea8-9174-83011b9f5f81,Upper GI,retroflex-stomach,anatomical-landmarks
1523,b33a1f15-b2c0-4e76-865a-9c547e75a884,Upper GI,retroflex-stomach,anatomical-landmarks
1524,b344c515-b572-496b-9d5a-2e803c3c2b90,Upper GI,retroflex-stomach,anatomical-landmarks
1525,b3f51505-3849-4353-9c3c-80aadb4d9269,Upper GI,retroflex-stomach,anatomical-landmarks
1526,b4032e99-4e44-43b5-9740-4bbe4ea350ec,Upper GI,retroflex-stomach,anatomical-landmarks
1527,b4cf5b24-3453-4a3a-9cbe-52b844b87add,Upper GI,retroflex-stomach,anatomical-landmarks
1528,b4dd2417-9eec-43da-afca-7460924e913d,Upper GI,retroflex-stomach,anatomical-landmarks
1529,b5dc0ca1-25fd-4df3-bf3c-8684425b461d,Upper GI,retroflex-stomach,anatomical-landmarks
1530,b5e680bb-5ab6-4762-96a8-8af622481096,Upper GI,retroflex-stomach,anatomical-landmarks
1531,b64dc9b4-de83-4cd6-adf8-55d879d2b139,Upper GI,retroflex-stomach,anatomical-landmarks
1532,b6a7519f-6a72-4bf3-aac9-95d5cee829f4,Upper GI,retroflex-stomach,anatomical-landmarks
1533,b73d085a-2963-40b4-8657-53db98a61b26,Upper GI,retroflex-stomach,anatomical-landmarks
1534,b742bf39-cc72-48c5-b168-8740bac18a35,Upper GI,retroflex-stomach,anatomical-landmarks
1535,b7489bd8-22b7-4ce5-a28b-28d4ae0d8abf,Upper GI,retroflex-stomach,anatomical-landmarks
1536,b7956971-83ba-4da2-bc29-78f5a0e25e23,Upper GI,retroflex-stomach,anatomical-landmarks
1537,b8155146-1875-4933-821b-c3899faf31f9,Upper GI,retroflex-stomach,anatomical-landmarks
1538,b8b625b1-024f-4bca-a314-e7896f9508d3,Upper GI,retroflex-stomach,anatomical-landmarks
1539,b90dfe3f-9ca0-4fb6-86cf-db52562903a0,Upper GI,retroflex-stomach,anatomical-landmarks
1540,b96652b2-4c01-470c-a1c2-4a12eb21495f,Upper GI,retroflex-stomach,anatomical-landmarks
1541,b986ea1c-76da-4be7-bddf-deb5b2bdde8e,Upper GI,retroflex-stomach,anatomical-landmarks
1542,b9a3b06e-7c3f-4435-a42e-0628a4ce4d5a,Upper GI,retroflex-stomach,anatomical-landmarks
1543,ba6a61c9-1fc0-4d96-b587-a25a5d335238,Upper GI,retroflex-stomach,anatomical-landmarks
1544,ba76ecf1-5b12-48fd-a15a-76d3ed00d437,Upper GI,retroflex-stomach,anatomical-landmarks
1545,ba8c03d0-7dec-4e38-bc9f-3db3ad6f0ceb,Upper GI,retroflex-stomach,anatomical-landmarks
1546,bbfe28d8-8ff1-4313-84fa-a25d28972665,Upper GI,retroflex-stomach,anatomical-landmarks
1547,bcd94f76-a84b-4519-be6d-deb69210a0ec,Upper GI,retroflex-stomach,anatomical-landmarks
1548,bcee549f-7688-4d9d-ad19-35a62c130a8f,Upper GI,retroflex-stomach,anatomical-landmarks
1549,bd535272-bdde-49ef-8eaf-74ab396f2dd0,Upper GI,retroflex-stomach,anatomical-landmarks
1550,bd620a5d-dc3d-414d-8258-cda588ef51f9,Upper GI,retroflex-stomach,anatomical-landmarks
1551,bd93e613-324b-4b6d-a96a-25e385e99eec,Upper GI,retroflex-stomach,anatomical-landmarks
1552,bd973022-f127-477f-b540-855a3fac03b7,Upper GI,retroflex-stomach,anatomical-landmarks
1553,bdbad6d8-f644-4b02-a69c-2d78828298b0,Upper GI,retroflex-stomach,anatomical-landmarks
1554,bea9709a-d0a4-4719-a7fd-4bfaaecca5ce,Upper GI,retroflex-stomach,anatomical-landmarks
1555,beab346b-d61e-49d8-8645-4156c06fa898,Upper GI,retroflex-stomach,anatomical-landmarks
1556,bf95028d-3dd0-4541-a82d-2c1abf8c6ed6,Upper GI,retroflex-stomach,anatomical-landmarks
1557,c01ac4d8-451d-49c9-961e-365a668cc677,Upper GI,retroflex-stomach,anatomical-landmarks
1558,c02f82fe-a714-417c-8ec0-533fd3cd2a9b,Upper GI,retroflex-stomach,anatomical-landmarks
1559,c0824d3e-cfa2-4559-af7a-27d7ecf0977b,Upper GI,retroflex-stomach,anatomical-landmarks
1560,c0a1958e-abb0-413a-be8d-3b4bce12e134,Upper GI,retroflex-stomach,anatomical-landmarks
1561,c0bfd2b8-566a-42e8-aa30-24ab82138ed4,Upper GI,retroflex-stomach,anatomical-landmarks
1562,c0de51d9-564b-41b8-bcc4-019ab78b1a3d,Upper GI,retroflex-stomach,anatomical-landmarks
1563,c0ff354d-d21c-4e3b-ba68-3ab733a12716,Upper GI,retroflex-stomach,anatomical-landmarks
1564,c1beb58e-bb3c-466a-bc43-123604c99a51,Upper GI,retroflex-stomach,anatomical-landmarks
1565,c1f4d4d3-1d2b-4be0-80ec-2407989f98fd,Upper GI,retroflex-stomach,anatomical-landmarks
1566,c25c66b5-bf3b-419a-b2ab-4c90a15c8bc3,Upper GI,retroflex-stomach,anatomical-landmarks
1567,c28c4053-86e7-47fc-9096-c78eaa73531b,Upper GI,retroflex-stomach,anatomical-landmarks
1568,c2bd7352-88fd-472c-a088-ac334b34acc5,Upper GI,retroflex-stomach,anatomical-landmarks
1569,c2c96dc8-5da3-44b1-a7e6-2995c6999b7f,Upper GI,retroflex-stomach,anatomical-landmarks
1570,c3239112-4e38-4962-b428-5af725c13310,Upper GI,retroflex-stomach,anatomical-landmarks
1571,c3367c9d-7719-4e6a-8c74-7b549caaeba3,Upper GI,retroflex-stomach,anatomical-landmarks
1572,c3771513-61e0-4e69-b04b-8d59d16ec546,Upper GI,retroflex-stomach,anatomical-landmarks
1573,c3995eed-fdf5-4cc0-bafe-1f4b8c707125,Upper GI,retroflex-stomach,anatomical-landmarks
1574,c3a97fc1-d56c-4e1b-9b3c-585c714ccdab,Upper GI,retroflex-stomach,anatomical-landmarks
1575,c3b134d8-f1ea-4707-bb9e-95c56da6ffe4,Upper GI,retroflex-stomach,anatomical-landmarks
1576,c48c6161-aa38-44bf-aad9-757692e2e288,Upper GI,retroflex-stomach,anatomical-landmarks
1577,c48e4a3b-ff90-46a0-b154-47d110e338a1,Upper GI,retroflex-stomach,anatomical-landmarks
1578,c4d507c0-deb5-4e7a-8e75-67fa4f976e04,Upper GI,retroflex-stomach,anatomical-landmarks
1579,c5061dbb-22e9-4235-b8c0-417cec81c963,Upper GI,retroflex-stomach,anatomical-landmarks
1580,c5597208-56ae-46e1-99a4-e04e3f75d16a,Upper GI,retroflex-stomach,anatomical-landmarks
1581,c61652ea-b1dc-4ca1-871e-0d4cea0e616d,Upper GI,retroflex-stomach,anatomical-landmarks
1582,c67a316e-b7e5-4e05-8469-68c45bfaf404,Upper GI,retroflex-stomach,anatomical-landmarks
1583,c6b0d73c-2105-460c-8d83-246c97140f0c,Upper GI,retroflex-stomach,anatomical-landmarks
1584,c6dee384-87b0-4e58-a978-40b8bc60f859,Upper GI,retroflex-stomach,anatomical-landmarks
1585,c771a52b-f11b-4f8c-8d27-b5adf8371d6b,Upper GI,retroflex-stomach,anatomical-landmarks
1586,c79b7fd2-852d-403b-a834-a85107417b06,Upper GI,retroflex-stomach,anatomical-landmarks
1587,c8227701-0d2d-4b8b-bc03-2dbb7c1a4bf2,Upper GI,retroflex-stomach,anatomical-landmarks
1588,c83cb9f3-22b1-4371-a9a1-555c62fa0d39,Upper GI,retroflex-stomach,anatomical-landmarks
1589,c8fc2ee6-2fa0-4df4-ba33-50a33c52bf36,Upper GI,retroflex-stomach,anatomical-landmarks
1590,c9639e58-1e8a-401b-a752-dda6d122ef41,Upper GI,retroflex-stomach,anatomical-landmarks
1591,c9928352-2b3a-4eca-96ce-9157eb7401ca,Upper GI,retroflex-stomach,anatomical-landmarks
1592,c9a26d9e-72e7-4eb1-b254-ad39466620c7,Upper GI,retroflex-stomach,anatomical-landmarks
1593,c9a767e0-c7cd-4129-9580-2f264fd69095,Upper GI,retroflex-stomach,anatomical-landmarks
1594,ca3a331a-c822-4b6f-af15-3fb686e8e22e,Upper GI,retroflex-stomach,anatomical-landmarks
1595,cad3b6bd-000a-4fe1-953d-ff65d7fdfba4,Upper GI,retroflex-stomach,anatomical-landmarks
1596,cadfeecb-5774-4571-893d-8ce81469013f,Upper GI,retroflex-stomach,anatomical-landmarks
1597,cb6f6122-ecc6-44d4-a0c2-023d3102c364,Upper GI,retroflex-stomach,anatomical-landmarks
1598,cb91d29c-0119-4d09-84a9-955ef138f81c,Upper GI,retroflex-stomach,anatomical-landmarks
1599,cbbf9be7-2e9e-4241-8d62-4be6b867b9ae,Upper GI,retroflex-stomach,anatomical-landmarks
1600,cbe359f0-1876-411f-9c78-791e86b7de9a,Upper GI,retroflex-stomach,anatomical-landmarks
1601,cc65bfe5-f536-4a63-920d-ec34a7225ca7,Upper GI,retroflex-stomach,anatomical-landmarks
1602,cc83269d-6695-423b-80b0-f7b045e40852,Upper GI,retroflex-stomach,anatomical-landmarks
1603,ccada6be-24f6-4353-b1a5-07948cc0bf1c,Upper GI,retroflex-stomach,anatomical-landmarks
1604,ccc866bb-fbc4-4db6-aa5a-e0fb4c4d3bf6,Upper GI,retroflex-stomach,anatomical-landmarks
